id,sensor1_raw,sensor1_voltage,sensor2_raw,sensor2_voltage,device_timestamp,server_timestamp
1750607217_8900,758,0.611,448,0.361,5458909,"2025-06-22 15:46:57"
1750607222_3691,782,0.63,448,0.361,5464135,"2025-06-22 15:47:02"
1750607228_6973,778,0.627,450,0.363,5469361,"2025-06-22 15:47:08"
1750607233_7223,758,0.611,450,0.363,5474587,"2025-06-22 15:47:13"
1750607238_9870,784,0.632,449,0.362,5479814,"2025-06-22 15:47:18"
1750607244_8989,759,0.611,450,0.363,5485140,"2025-06-22 15:47:24"
1750607249_6387,780,0.628,451,0.363,5490367,"2025-06-22 15:47:29"
1750607254_1576,780,0.628,449,0.362,5495593,"2025-06-22 15:47:34"
1750607259_9068,754,0.607,449,0.362,5500819,"2025-06-22 15:47:39"
1750607264_5175,785,0.632,449,0.362,5506045,"2025-06-22 15:47:44"
1750607270_4543,756,0.609,449,0.362,5511272,"2025-06-22 15:47:50"
1750607275_3056,783,0.631,449,0.362,5516498,"2025-06-22 15:47:55"
1750607280_7862,773,0.623,450,0.363,5521724,"2025-06-22 15:48:00"
1750607285_5212,765,0.616,448,0.361,5526950,"2025-06-22 15:48:05"
1750607291_9719,785,0.632,448,0.361,5532177,"2025-06-22 15:48:11"
1750607296_1301,760,0.612,448,0.361,5537403,"2025-06-22 15:48:16"
1750607301_9471,777,0.626,449,0.362,5542629,"2025-06-22 15:48:21"
1750607306_3148,785,0.632,447,0.36,5547856,"2025-06-22 15:48:26"
1750607311_9650,761,0.613,448,0.361,5553082,"2025-06-22 15:48:31"
1750607317_5166,766,0.617,448,0.361,5558308,"2025-06-22 15:48:37"
1750607322_6688,786,0.633,448,0.361,5563535,"2025-06-22 15:48:42"
1750607327_6345,769,0.62,448,0.361,5568761,"2025-06-22 15:48:47"
1750607332_3896,769,0.62,447,0.36,5573987,"2025-06-22 15:48:52"
1750607338_3249,787,0.634,447,0.36,5579213,"2025-06-22 15:48:58"
1750607343_6047,755,0.608,447,0.36,5584440,"2025-06-22 15:49:03"
1750607348_6516,783,0.631,447,0.36,5589666,"2025-06-22 15:49:08"
1750607353_2606,780,0.628,448,0.361,5594892,"2025-06-22 15:49:13"
1750607358_6233,753,0.607,449,0.362,5600119,"2025-06-22 15:49:18"
1750607364_3808,778,0.627,450,0.363,5605345,"2025-06-22 15:49:24"
1750607369_4301,785,0.632,449,0.362,5610571,"2025-06-22 15:49:29"
1750607374_1809,766,0.617,452,0.364,5615797,"2025-06-22 15:49:34"
1750607379_3397,770,0.62,451,0.363,5621024,"2025-06-22 15:49:39"
1750607385_6361,785,0.632,451,0.363,5626250,"2025-06-22 15:49:45"
1750607390_5694,758,0.611,451,0.363,5631477,"2025-06-22 15:49:50"
1750607395_9677,779,0.628,451,0.363,5636703,"2025-06-22 15:49:55"
1750607400_5135,786,0.633,451,0.363,5641929,"2025-06-22 15:50:00"
1750607406_9288,763,0.615,450,0.363,5647155,"2025-06-22 15:50:06"
1750607411_1421,764,0.616,450,0.363,5652382,"2025-06-22 15:50:11"
1750607416_2950,787,0.634,450,0.363,5657608,"2025-06-22 15:50:16"
1750607421_6615,782,0.63,452,0.364,5662834,"2025-06-22 15:50:21"
1750607426_7919,757,0.61,452,0.364,5668061,"2025-06-22 15:50:26"
1750607432_5729,779,0.628,454,0.366,5673287,"2025-06-22 15:50:32"
1750607437_8544,786,0.633,453,0.365,5678513,"2025-06-22 15:50:37"
1750607442_2652,756,0.609,455,0.367,5683740,"2025-06-22 15:50:42"
1750607447_4950,775,0.624,455,0.367,5688966,"2025-06-22 15:50:47"
1750607453_5683,784,0.632,455,0.367,5694192,"2025-06-22 15:50:53"
1750607458_3208,782,0.63,455,0.367,5699418,"2025-06-22 15:50:58"
1750607463_3511,759,0.611,455,0.367,5704645,"2025-06-22 15:51:03"
1750607468_7583,760,0.612,454,0.366,5709871,"2025-06-22 15:51:08"
1750607473_7997,783,0.631,454,0.366,5715097,"2025-06-22 15:51:13"
1750607479_7398,784,0.632,455,0.367,5720324,"2025-06-22 15:51:19"
1750607484_5670,766,0.617,455,0.367,5725550,"2025-06-22 15:51:24"
1750607489_6980,762,0.614,456,0.367,5730776,"2025-06-22 15:51:29"
1750607494_4808,785,0.632,454,0.366,5736003,"2025-06-22 15:51:34"
1750607500_8891,776,0.625,455,0.367,5741229,"2025-06-22 15:51:40"
1750607505_5384,757,0.61,456,0.367,5746455,"2025-06-22 15:51:45"
1750607510_9796,783,0.631,454,0.366,5751682,"2025-06-22 15:51:50"
1750607515_1943,781,0.629,454,0.366,5757008,"2025-06-22 15:51:55"
1750607521_2969,753,0.607,454,0.366,5762234,"2025-06-22 15:52:01"
1750607526_4279,781,0.629,453,0.365,5767461,"2025-06-22 15:52:06"
1750607531_2863,783,0.631,456,0.367,5772687,"2025-06-22 15:52:11"
1750607536_1080,770,0.62,455,0.367,5777913,"2025-06-22 15:52:16"
1750607542_8550,757,0.61,456,0.367,5783139,"2025-06-22 15:52:22"
1750607547_3104,777,0.626,455,0.367,5788366,"2025-06-22 15:52:27"
1750607552_3929,787,0.634,456,0.367,5793592,"2025-06-22 15:52:32"
1750607557_8196,783,0.631,455,0.367,5798818,"2025-06-22 15:52:37"
1750607562_2856,777,0.626,456,0.367,5804045,"2025-06-22 15:52:42"
1750607568_6520,763,0.615,457,0.368,5809271,"2025-06-22 15:52:48"
1750607573_1268,756,0.609,457,0.368,5814497,"2025-06-22 15:52:53"
1750607578_8495,755,0.608,457,0.368,5819724,"2025-06-22 15:52:58"
1750607583_1707,773,0.623,457,0.368,5824950,"2025-06-22 15:53:03"
1750607589_4075,787,0.634,461,0.371,5830176,"2025-06-22 15:53:09"
1750607594_5614,787,0.634,461,0.371,5835402,"2025-06-22 15:53:14"
1750607599_1592,781,0.629,462,0.372,5840629,"2025-06-22 15:53:19"
1750607604_8325,764,0.616,461,0.371,5845855,"2025-06-22 15:53:24"
1750607609_8327,756,0.609,462,0.372,5851081,"2025-06-22 15:53:29"
1750607615_6142,779,0.628,461,0.371,5856308,"2025-06-22 15:53:35"
1750607620_2653,784,0.632,461,0.371,5861534,"2025-06-22 15:53:40"
1750607625_4254,787,0.634,463,0.373,5866760,"2025-06-22 15:53:45"
1750607630_5642,783,0.631,462,0.372,5871986,"2025-06-22 15:53:50"
1750607636_6938,774,0.624,463,0.373,5877213,"2025-06-22 15:53:56"
1750607641_1566,758,0.611,463,0.373,5882439,"2025-06-22 15:54:01"
1750607646_7286,756,0.609,463,0.373,5887665,"2025-06-22 15:54:06"
1750607651_5398,756,0.609,462,0.372,5892892,"2025-06-22 15:54:11"
1750607656_4482,761,0.613,463,0.373,5898118,"2025-06-22 15:54:16"
1750607662_5671,770,0.62,462,0.372,5903344,"2025-06-22 15:54:22"
1750607667_2521,785,0.632,462,0.372,5908570,"2025-06-22 15:54:27"
1750607672_6780,784,0.632,464,0.374,5913797,"2025-06-22 15:54:32"
1750607677_2351,782,0.63,463,0.373,5919023,"2025-06-22 15:54:37"
1750607683_7551,768,0.619,463,0.373,5924250,"2025-06-22 15:54:43"
1750607688_9224,754,0.607,462,0.372,5929476,"2025-06-22 15:54:48"
1750607693_2207,766,0.617,463,0.373,5934702,"2025-06-22 15:54:53"
1750607698_2281,782,0.63,462,0.372,5939929,"2025-06-22 15:54:58"
1750607704_1596,788,0.635,462,0.372,5945155,"2025-06-22 15:55:04"
1750607709_8054,782,0.63,463,0.373,5950381,"2025-06-22 15:55:09"
1750607714_4856,764,0.616,463,0.373,5955608,"2025-06-22 15:55:14"
1750607719_2445,758,0.611,463,0.373,5960834,"2025-06-22 15:55:19"
1750607724_6810,780,0.628,463,0.373,5966060,"2025-06-22 15:55:24"
1750607730_8240,786,0.633,464,0.374,5971287,"2025-06-22 15:55:30"
1750607735_4313,770,0.62,465,0.375,5976513,"2025-06-22 15:55:35"
1750607740_5531,755,0.608,463,0.373,5981739,"2025-06-22 15:55:40"
1750607745_9708,777,0.626,463,0.373,5986965,"2025-06-22 15:55:45"
1750607751_8489,788,0.635,463,0.373,5992192,"2025-06-22 15:55:51"
1750607756_1488,779,0.628,463,0.373,5997418,"2025-06-22 15:55:56"
1750607761_9107,756,0.609,464,0.374,6002644,"2025-06-22 15:56:01"
1750607766_8487,776,0.625,463,0.373,6007870,"2025-06-22 15:56:06"
1750607771_7321,787,0.634,464,0.374,6013097,"2025-06-22 15:56:11"
1750607777_7481,780,0.628,462,0.372,6018323,"2025-06-22 15:56:17"
1750607782_8990,756,0.609,462,0.372,6023549,"2025-06-22 15:56:22"
1750607787_2827,780,0.628,464,0.374,6028776,"2025-06-22 15:56:27"
1750607792_6457,785,0.632,464,0.374,6034102,"2025-06-22 15:56:32"
1750607798_3010,768,0.619,465,0.375,6039328,"2025-06-22 15:56:38"
1750607803_8643,761,0.613,465,0.375,6044555,"2025-06-22 15:56:43"
1750607808_8821,784,0.632,464,0.374,6049781,"2025-06-22 15:56:48"
1750607813_8484,773,0.623,465,0.375,6055007,"2025-06-22 15:56:53"
1750607819_6667,767,0.618,465,0.375,6060234,"2025-06-22 15:56:59"
1750607824_8023,787,0.634,465,0.375,6065460,"2025-06-22 15:57:04"
1750607829_2616,759,0.611,466,0.375,6070686,"2025-06-22 15:57:09"
1750607834_5562,780,0.628,465,0.375,6075913,"2025-06-22 15:57:14"
1750607840_3188,785,0.632,466,0.375,6081139,"2025-06-22 15:57:20"
1750607845_1015,767,0.618,465,0.375,6086365,"2025-06-22 15:57:25"
1750607850_5240,762,0.614,466,0.375,6091591,"2025-06-22 15:57:30"
1750607855_2901,786,0.633,465,0.375,6096818,"2025-06-22 15:57:35"
1750607860_9604,781,0.629,464,0.374,6102044,"2025-06-22 15:57:40"
1750607866_5058,757,0.61,465,0.375,6107270,"2025-06-22 15:57:46"
1750607871_6105,787,0.634,464,0.374,6112497,"2025-06-22 15:57:51"
1750607876_6272,761,0.613,465,0.375,6117723,"2025-06-22 15:57:56"
1750607881_3963,786,0.633,465,0.375,6122949,"2025-06-22 15:58:01"
1750607887_6097,771,0.621,464,0.374,6128176,"2025-06-22 15:58:07"
1750607892_8305,778,0.627,465,0.375,6133402,"2025-06-22 15:58:12"
1750607897_7102,783,0.631,465,0.375,6138628,"2025-06-22 15:58:17"
1750607905_5717,755,0.608,464,0.374,6143854,"2025-06-22 15:58:25"
1750607910_9864,783,0.631,465,0.375,6151802,"2025-06-22 15:58:30"
1750607915_1827,755,0.608,464,0.374,6157028,"2025-06-22 15:58:35"
1750607921_3409,782,0.63,465,0.375,6162354,"2025-06-22 15:58:41"
1750607926_7080,773,0.623,465,0.375,6167581,"2025-06-22 15:58:46"
1750607931_8229,766,0.617,463,0.373,6172826,"2025-06-22 15:58:51"
1750607936_7984,780,0.628,464,0.374,6178052,"2025-06-22 15:58:56"
1750607942_8080,765,0.616,464,0.374,6183279,"2025-06-22 15:59:02"
1750607947_3185,785,0.632,465,0.375,6188505,"2025-06-22 15:59:07"
1750607952_3909,755,0.608,465,0.375,6193731,"2025-06-22 15:59:12"
1750607960_2588,785,0.632,464,0.374,6198958,"2025-06-22 15:59:20"
1750607966_3276,769,0.62,464,0.374,6207184,"2025-06-22 15:59:26"
1750607971_5611,779,0.628,465,0.375,6212511,"2025-06-22 15:59:31"
1750607976_7111,769,0.62,465,0.375,6217737,"2025-06-22 15:59:36"
1750607981_3146,777,0.626,464,0.374,6222963,"2025-06-22 15:59:41"
1750607987_2798,782,0.63,465,0.375,6228189,"2025-06-22 15:59:47"
1750607992_5520,754,0.607,466,0.375,6233416,"2025-06-22 15:59:52"
1750607997_2655,785,0.632,465,0.375,6238642,"2025-06-22 15:59:57"
1750608002_2566,756,0.609,465,0.375,6243868,"2025-06-22 16:00:02"
1750608007_5481,781,0.629,465,0.375,6249095,"2025-06-22 16:00:07"
1750608013_1483,756,0.609,465,0.375,6254321,"2025-06-22 16:00:13"
1750608018_3699,785,0.632,464,0.374,6259547,"2025-06-22 16:00:18"
1750608023_9472,756,0.609,463,0.373,6264774,"2025-06-22 16:00:23"
1750608028_7950,787,0.634,463,0.373,6270000,"2025-06-22 16:00:28"
1750608034_7508,760,0.612,464,0.374,6275226,"2025-06-22 16:00:34"
1750608039_7746,783,0.631,463,0.373,6280452,"2025-06-22 16:00:39"
1750608044_1788,787,0.634,463,0.373,6285679,"2025-06-22 16:00:44"
1750608049_7357,758,0.611,462,0.372,6290905,"2025-06-22 16:00:49"
1750608054_9106,778,0.627,462,0.372,6296131,"2025-06-22 16:00:54"
1750608060_9072,788,0.635,461,0.371,6301358,"2025-06-22 16:01:00"
1750608065_9639,784,0.632,462,0.372,6306584,"2025-06-22 16:01:05"
1750608070_5775,756,0.609,462,0.372,6311810,"2025-06-22 16:01:10"
1750608075_2672,777,0.626,461,0.371,6317037,"2025-06-22 16:01:15"
1750608081_5010,786,0.633,461,0.371,6322263,"2025-06-22 16:01:21"
1750608086_5900,780,0.628,461,0.371,6327489,"2025-06-22 16:01:26"
1750608091_6049,757,0.61,469,0.378,6332716,"2025-06-22 16:01:31"
1750608096_3112,777,0.626,469,0.378,6337942,"2025-06-22 16:01:36"
1750608102_6908,786,0.633,470,0.379,6343168,"2025-06-22 16:01:42"
1750608107_1546,774,0.624,469,0.378,6348394,"2025-06-22 16:01:47"
1750608112_6875,760,0.612,468,0.377,6353621,"2025-06-22 16:01:52"
1750608117_8349,785,0.632,468,0.377,6358847,"2025-06-22 16:01:57"
1750608122_5349,781,0.629,467,0.376,6364073,"2025-06-22 16:02:02"
1750608128_1488,757,0.61,466,0.375,6369300,"2025-06-22 16:02:08"
1750608133_3535,778,0.627,466,0.375,6374526,"2025-06-22 16:02:13"
1750608138_9394,785,0.632,466,0.375,6379752,"2025-06-22 16:02:18"
1750608143_7669,780,0.628,467,0.376,6384979,"2025-06-22 16:02:23"
1750608149_7736,756,0.609,465,0.375,6390205,"2025-06-22 16:02:29"
1750608154_2450,779,0.628,466,0.375,6395431,"2025-06-22 16:02:34"
1750608159_8907,786,0.633,466,0.375,6400657,"2025-06-22 16:02:39"
1750608164_8618,783,0.631,467,0.376,6405884,"2025-06-22 16:02:44"
1750608169_2198,765,0.616,467,0.376,6411110,"2025-06-22 16:02:49"
1750608175_2358,758,0.611,468,0.377,6416336,"2025-06-22 16:02:55"
1750608180_4916,781,0.629,467,0.376,6421563,"2025-06-22 16:03:00"
1750608185_3333,788,0.635,466,0.375,6426789,"2025-06-22 16:03:05"
1750608190_6630,784,0.632,467,0.376,6432015,"2025-06-22 16:03:10"
1750608196_2333,759,0.611,471,0.379,6437241,"2025-06-22 16:03:16"
1750608201_7318,770,0.62,470,0.379,6442468,"2025-06-22 16:03:21"
1750608206_7434,787,0.634,470,0.379,6447694,"2025-06-22 16:03:26"
1750608211_3908,784,0.632,469,0.378,6452920,"2025-06-22 16:03:31"
1750608217_7940,760,0.612,468,0.377,6458147,"2025-06-22 16:03:37"
1750608222_1069,771,0.621,470,0.379,6463373,"2025-06-22 16:03:42"
1750608227_4985,788,0.635,468,0.377,6468600,"2025-06-22 16:03:47"
1750608232_7721,789,0.636,468,0.377,6473826,"2025-06-22 16:03:52"
1750608237_9133,780,0.628,468,0.377,6479052,"2025-06-22 16:03:57"
1750608243_6437,757,0.61,469,0.378,6484278,"2025-06-22 16:04:03"
1750608248_9526,776,0.625,468,0.377,6489505,"2025-06-22 16:04:08"
1750608253_5922,789,0.636,468,0.377,6494731,"2025-06-22 16:04:13"
1750608258_7443,781,0.629,468,0.377,6499957,"2025-06-22 16:04:18"
1750608264_7847,760,0.612,467,0.376,6505184,"2025-06-22 16:04:24"
1750608269_1107,784,0.632,468,0.377,6510410,"2025-06-22 16:04:29"
1750608274_6203,784,0.632,468,0.377,6515636,"2025-06-22 16:04:34"
1750608279_4293,758,0.611,468,0.377,6520862,"2025-06-22 16:04:39"
1750608284_2513,785,0.632,467,0.376,6526089,"2025-06-22 16:04:44"
1750608290_2198,789,0.636,468,0.377,6531315,"2025-06-22 16:04:50"
1750608295_2550,764,0.616,467,0.376,6536541,"2025-06-22 16:04:55"
1750608300_7573,777,0.626,467,0.376,6541768,"2025-06-22 16:05:00"
1750608305_4727,789,0.636,466,0.375,6546994,"2025-06-22 16:05:05"
1750608311_4842,759,0.611,467,0.376,6552220,"2025-06-22 16:05:11"
1750608316_9096,782,0.63,469,0.378,6557446,"2025-06-22 16:05:16"
1750608321_2330,782,0.63,467,0.376,6562673,"2025-06-22 16:05:21"
1750608326_8882,766,0.617,466,0.375,6567899,"2025-06-22 16:05:26"
1750608331_7862,789,0.636,466,0.375,6573125,"2025-06-22 16:05:31"
1750608337_3796,765,0.616,467,0.376,6578352,"2025-06-22 16:05:37"
1750608342_2772,778,0.627,466,0.375,6583678,"2025-06-22 16:05:42"
1750608347_6215,783,0.631,472,0.38,6588904,"2025-06-22 16:05:47"
1750608352_1961,753,0.607,470,0.379,6594131,"2025-06-22 16:05:52"
1750608358_3505,783,0.631,470,0.379,6599357,"2025-06-22 16:05:58"
1750608363_2318,778,0.627,470,0.379,6604583,"2025-06-22 16:06:03"
1750608368_3958,756,0.609,472,0.38,6609809,"2025-06-22 16:06:08"
1750608373_1627,784,0.632,471,0.379,6615036,"2025-06-22 16:06:13"
1750608379_9807,758,0.611,472,0.38,6620262,"2025-06-22 16:06:19"
1750608384_3033,781,0.629,471,0.379,6625488,"2025-06-22 16:06:24"
1750608389_2617,771,0.621,471,0.379,6630715,"2025-06-22 16:06:29"
1750608394_3449,782,0.63,472,0.38,6635941,"2025-06-22 16:06:34"
1750608400_1797,771,0.621,471,0.379,6641167,"2025-06-22 16:06:40"
1750608405_2375,782,0.63,472,0.38,6646393,"2025-06-22 16:06:45"
1750608410_4922,777,0.626,472,0.38,6651620,"2025-06-22 16:06:50"
1750608415_9590,774,0.624,470,0.379,6656846,"2025-06-22 16:06:55"
1750608420_2604,783,0.631,475,0.383,6662072,"2025-06-22 16:07:00"
1750608426_1653,775,0.624,477,0.384,6667298,"2025-06-22 16:07:06"
1750608431_1830,782,0.63,475,0.383,6672525,"2025-06-22 16:07:11"
1750608436_4507,778,0.627,476,0.383,6677751,"2025-06-22 16:07:16"
1750608441_6191,768,0.619,475,0.383,6682977,"2025-06-22 16:07:21"
1750608447_4323,788,0.635,475,0.383,6688204,"2025-06-22 16:07:27"
1750608452_4728,756,0.609,474,0.382,6693430,"2025-06-22 16:07:32"
1750608457_8110,787,0.634,477,0.384,6698656,"2025-06-22 16:07:37"
1750608462_5051,755,0.608,477,0.384,6703882,"2025-06-22 16:07:42"
1750608467_9736,787,0.634,475,0.383,6709109,"2025-06-22 16:07:47"
1750608473_3547,757,0.61,475,0.383,6714335,"2025-06-22 16:07:53"
1750608478_5552,785,0.632,476,0.383,6719561,"2025-06-22 16:07:58"
1750608483_2061,770,0.62,476,0.383,6724788,"2025-06-22 16:08:03"
1750608488_3070,782,0.63,475,0.383,6730014,"2025-06-22 16:08:08"
1750608494_9939,772,0.622,474,0.382,6735340,"2025-06-22 16:08:14"
1750608499_7532,780,0.628,475,0.383,6740567,"2025-06-22 16:08:19"
1750608504_1664,781,0.629,476,0.383,6745793,"2025-06-22 16:08:24"
1750608509_1365,760,0.612,478,0.385,6751119,"2025-06-22 16:08:29"
1750608515_5883,786,0.633,477,0.384,6756346,"2025-06-22 16:08:35"
1750608520_4631,755,0.608,477,0.384,6761572,"2025-06-22 16:08:40"
1750608525_4108,780,0.628,476,0.383,6766798,"2025-06-22 16:08:45"
1750608530_9562,779,0.628,478,0.385,6772024,"2025-06-22 16:08:50"
1750608536_9326,761,0.613,478,0.385,6777251,"2025-06-22 16:08:56"
1750608541_3466,786,0.633,478,0.385,6782477,"2025-06-22 16:09:01"
1750608546_4627,754,0.607,478,0.385,6787703,"2025-06-22 16:09:06"
1750608551_3807,781,0.629,478,0.385,6792930,"2025-06-22 16:09:11"
1750608557_9201,777,0.626,478,0.385,6798156,"2025-06-22 16:09:17"
1750608562_5416,763,0.615,479,0.386,6803382,"2025-06-22 16:09:22"
1750608567_5966,786,0.633,478,0.385,6808609,"2025-06-22 16:09:27"
1750608572_1229,760,0.612,478,0.385,6813835,"2025-06-22 16:09:32"
1750608577_4340,783,0.631,479,0.386,6819061,"2025-06-22 16:09:37"
1750608583_6025,781,0.629,479,0.386,6824287,"2025-06-22 16:09:43"
1750608588_2915,760,0.612,478,0.385,6829514,"2025-06-22 16:09:48"
1750608593_3368,788,0.635,478,0.385,6834740,"2025-06-22 16:09:53"
1750608598_8202,762,0.614,479,0.386,6839966,"2025-06-22 16:09:58"
1750608604_1447,778,0.627,478,0.385,6845193,"2025-06-22 16:10:04"
1750608609_2300,786,0.633,479,0.386,6850419,"2025-06-22 16:10:09"
1750608614_3733,757,0.61,478,0.385,6855645,"2025-06-22 16:10:14"
1750608619_5287,786,0.633,479,0.386,6860872,"2025-06-22 16:10:19"
1750608624_4604,781,0.629,479,0.386,6866098,"2025-06-22 16:10:24"
1750608630_6179,761,0.613,478,0.385,6871324,"2025-06-22 16:10:30"
1750608635_3687,787,0.634,478,0.385,6876550,"2025-06-22 16:10:35"
1750608640_9873,777,0.626,478,0.385,6881777,"2025-06-22 16:10:40"
1750608645_5328,758,0.611,479,0.386,6887003,"2025-06-22 16:10:45"
1750608651_4524,782,0.63,479,0.386,6892229,"2025-06-22 16:10:51"
1750608656_6925,787,0.634,478,0.385,6897456,"2025-06-22 16:10:56"
1750608661_3570,776,0.625,479,0.386,6902682,"2025-06-22 16:11:01"
1750608666_8117,757,0.61,479,0.386,6907908,"2025-06-22 16:11:06"
1750608671_3122,783,0.631,477,0.384,6913134,"2025-06-22 16:11:11"
1750608677_2038,786,0.633,478,0.385,6918361,"2025-06-22 16:11:17"
1750608682_1029,768,0.619,479,0.386,6923587,"2025-06-22 16:11:22"
1750608687_5835,763,0.615,479,0.386,6928813,"2025-06-22 16:11:27"
1750608692_2089,784,0.632,478,0.385,6934040,"2025-06-22 16:11:32"
1750608698_7560,784,0.632,478,0.385,6939266,"2025-06-22 16:11:38"
1750608703_5315,756,0.609,478,0.385,6944492,"2025-06-22 16:11:43"
1750608708_8202,784,0.632,477,0.384,6949719,"2025-06-22 16:11:48"
1750608713_1493,785,0.632,479,0.386,6954945,"2025-06-22 16:11:53"
1750608719_8682,754,0.607,476,0.383,6960171,"2025-06-22 16:11:59"
1750608724_8154,785,0.632,477,0.384,6965397,"2025-06-22 16:12:04"
1750608729_8270,784,0.632,475,0.383,6970624,"2025-06-22 16:12:09"
1750608734_1296,757,0.61,476,0.383,6975850,"2025-06-22 16:12:14"
1750608739_4273,784,0.632,476,0.383,6981076,"2025-06-22 16:12:19"
1750608745_4448,783,0.631,475,0.383,6986303,"2025-06-22 16:12:25"
1750608750_1888,757,0.61,475,0.383,6991529,"2025-06-22 16:12:30"
1750608755_6145,777,0.626,475,0.383,6996755,"2025-06-22 16:12:35"
1750608760_2875,787,0.634,475,0.383,7001981,"2025-06-22 16:12:40"
1750608766_5410,771,0.621,476,0.383,7007208,"2025-06-22 16:12:46"
1750608771_8373,761,0.613,475,0.383,7012434,"2025-06-22 16:12:51"
1750608776_8984,786,0.633,476,0.383,7017660,"2025-06-22 16:12:56"
1750608781_1482,784,0.632,475,0.383,7022887,"2025-06-22 16:13:01"
1750608786_6598,756,0.609,476,0.383,7028113,"2025-06-22 16:13:06"
1750608792_2731,782,0.63,475,0.383,7033339,"2025-06-22 16:13:12"
1750608797_3059,787,0.634,476,0.383,7038565,"2025-06-22 16:13:17"
1750608802_2167,762,0.614,478,0.385,7043792,"2025-06-22 16:13:22"
1750608807_7960,767,0.618,477,0.384,7049018,"2025-06-22 16:13:27"
1750608813_3621,787,0.634,475,0.383,7054244,"2025-06-22 16:13:33"
1750608818_1888,786,0.633,475,0.383,7059471,"2025-06-22 16:13:38"
1750608823_1662,772,0.622,476,0.383,7064697,"2025-06-22 16:13:43"
1750608828_1167,754,0.607,475,0.383,7069923,"2025-06-22 16:13:48"
1750608834_7447,770,0.62,476,0.383,7075150,"2025-06-22 16:13:54"
1750608839_6994,786,0.633,477,0.384,7080376,"2025-06-22 16:13:59"
1750608844_3546,781,0.629,476,0.383,7085602,"2025-06-22 16:14:04"
1750608849_2969,756,0.609,475,0.383,7090828,"2025-06-22 16:14:09"
1750608854_1731,774,0.624,476,0.383,7096055,"2025-06-22 16:14:14"
1750608860_8527,787,0.634,476,0.383,7101281,"2025-06-22 16:14:20"
1750608865_9370,771,0.621,475,0.383,7106507,"2025-06-22 16:14:25"
1750608870_1364,761,0.613,475,0.383,7111734,"2025-06-22 16:14:30"
1750608875_6644,785,0.632,475,0.383,7116960,"2025-06-22 16:14:35"
1750608881_3245,780,0.628,476,0.383,7122186,"2025-06-22 16:14:41"
1750608886_1585,755,0.608,477,0.384,7127413,"2025-06-22 16:14:46"
1750608891_3481,783,0.631,475,0.383,7132639,"2025-06-22 16:14:51"
1750608896_7329,781,0.629,476,0.383,7137865,"2025-06-22 16:14:56"
1750608901_4646,758,0.611,475,0.383,7143092,"2025-06-22 16:15:01"
1750608907_8306,785,0.632,476,0.383,7148318,"2025-06-22 16:15:07"
1750608912_1157,755,0.608,475,0.383,7153544,"2025-06-22 16:15:12"
1750608917_1875,785,0.632,476,0.383,7158771,"2025-06-22 16:15:17"
1750608922_7863,754,0.607,475,0.383,7163997,"2025-06-22 16:15:22"
1750608928_2277,787,0.634,475,0.383,7169223,"2025-06-22 16:15:28"
1750608933_3323,765,0.616,476,0.383,7174449,"2025-06-22 16:15:33"
1750608938_2716,784,0.632,476,0.383,7179676,"2025-06-22 16:15:38"
1750608943_7071,774,0.624,476,0.383,7184902,"2025-06-22 16:15:43"
1750608948_2529,784,0.632,476,0.383,7190128,"2025-06-22 16:15:48"
1750608954_1672,777,0.626,476,0.383,7195355,"2025-06-22 16:15:54"
1750608959_8646,782,0.63,475,0.383,7200581,"2025-06-22 16:15:59"
1750608964_8746,778,0.627,474,0.382,7205807,"2025-06-22 16:16:04"
1750608969_4620,776,0.625,476,0.383,7211034,"2025-06-22 16:16:09"
1750608975_1551,787,0.634,477,0.384,7216260,"2025-06-22 16:16:15"
1750608980_3704,760,0.612,476,0.383,7221486,"2025-06-22 16:16:20"
1750608985_5383,788,0.635,474,0.382,7226712,"2025-06-22 16:16:25"
1750608990_9193,772,0.622,476,0.383,7231939,"2025-06-22 16:16:30"
1750608996_2935,778,0.627,476,0.383,7237165,"2025-06-22 16:16:36"
1750609001_6245,784,0.632,477,0.384,7242391,"2025-06-22 16:16:41"
1750609006_6104,762,0.614,476,0.383,7247618,"2025-06-22 16:16:46"
1750609011_7042,786,0.633,475,0.383,7252844,"2025-06-22 16:16:51"
1750609016_5813,758,0.611,476,0.383,7258070,"2025-06-22 16:16:56"
1750609022_5038,788,0.635,475,0.383,7263297,"2025-06-22 16:17:02"
1750609027_7915,759,0.611,476,0.383,7268523,"2025-06-22 16:17:07"
1750609032_9557,786,0.633,475,0.383,7273749,"2025-06-22 16:17:12"
1750609037_1507,769,0.62,469,0.378,7278976,"2025-06-22 16:17:17"
1750609043_9699,777,0.626,469,0.378,7284202,"2025-06-22 16:17:23"
1750609048_1576,785,0.632,469,0.378,7289428,"2025-06-22 16:17:28"
1750609053_9883,757,0.61,469,0.378,7294655,"2025-06-22 16:17:33"
1750609058_6442,789,0.636,469,0.378,7299881,"2025-06-22 16:17:38"
1750609063_1114,761,0.613,469,0.378,7305107,"2025-06-22 16:17:43"
1750609069_3406,784,0.632,469,0.378,7310333,"2025-06-22 16:17:49"
1750609074_9960,783,0.631,468,0.377,7315560,"2025-06-22 16:17:54"
1750609079_9031,763,0.615,470,0.379,7320786,"2025-06-22 16:17:59"
1750609084_7187,788,0.635,468,0.377,7326012,"2025-06-22 16:18:04"
