id,sensor1_raw,sensor1_voltage,sensor2_raw,sensor2_voltage,device_timestamp,server_timestamp
1750603483_6854,775,0.624,2562,2.064,1724875,"2025-06-22 14:44:43"
1750603488_2574,783,0.631,2609,2.102,1730101,"2025-06-22 14:44:48"
1750603494_3776,776,0.625,2607,2.1,1735328,"2025-06-22 14:44:54"
1750603499_5292,756,0.609,2598,2.093,1740554,"2025-06-22 14:44:59"
1750603504_4373,752,0.606,2601,2.096,1745781,"2025-06-22 14:45:04"
1750603509_7155,782,0.63,2611,2.104,1751007,"2025-06-22 14:45:09"
1750603515_5917,780,0.628,2593,2.089,1756233,"2025-06-22 14:45:15"
1750603520_8512,757,0.61,2626,2.116,1761460,"2025-06-22 14:45:20"
1750603525_1829,767,0.618,2597,2.092,1766686,"2025-06-22 14:45:25"
1750603530_3111,782,0.63,2602,2.096,1771913,"2025-06-22 14:45:30"
1750603536_8564,757,0.61,2593,2.089,1777139,"2025-06-22 14:45:36"
1750603541_7619,782,0.63,2600,2.095,1782366,"2025-06-22 14:45:41"
1750603546_5780,778,0.627,2584,2.082,1787592,"2025-06-22 14:45:46"
1750603551_7800,762,0.614,475,0.383,1792819,"2025-06-22 14:45:51"
1750603556_2841,775,0.624,380,0.306,1798045,"2025-06-22 14:45:56"
1750603562_5633,748,0.603,360,0.29,1803271,"2025-06-22 14:46:02"
1750603567_2817,780,0.628,364,0.293,1808498,"2025-06-22 14:46:07"
1750603572_3317,768,0.619,361,0.291,1813724,"2025-06-22 14:46:12"
1750603577_1787,752,0.606,362,0.292,1818950,"2025-06-22 14:46:17"
1750603583_9043,778,0.627,363,0.292,1824176,"2025-06-22 14:46:23"
1750603588_2619,773,0.623,363,0.292,1829403,"2025-06-22 14:46:28"
1750603593_1724,750,0.604,363,0.292,1834629,"2025-06-22 14:46:33"
1750603598_5580,776,0.625,364,0.293,1839855,"2025-06-22 14:46:38"
1750603603_4798,780,0.628,364,0.293,1845082,"2025-06-22 14:46:43"
1750603609_7503,756,0.609,364,0.293,1850308,"2025-06-22 14:46:49"
1750603614_5816,755,0.608,364,0.293,1855534,"2025-06-22 14:46:54"
1750603619_2131,780,0.628,365,0.294,1860760,"2025-06-22 14:46:59"
1750603624_8955,765,0.616,366,0.295,1865987,"2025-06-22 14:47:04"
1750603630_2063,760,0.612,368,0.296,1871213,"2025-06-22 14:47:10"
1750603635_3427,780,0.628,367,0.296,1876439,"2025-06-22 14:47:15"
1750603640_5183,750,0.604,367,0.296,1881666,"2025-06-22 14:47:20"
1750603645_7118,777,0.626,368,0.296,1886892,"2025-06-22 14:47:25"
1750603650_4980,760,0.612,368,0.296,1892118,"2025-06-22 14:47:30"
1750603656_5041,772,0.622,367,0.296,1897345,"2025-06-22 14:47:36"
1750603661_3393,774,0.624,369,0.297,1902571,"2025-06-22 14:47:41"
1750603666_7102,755,0.608,369,0.297,1907797,"2025-06-22 14:47:46"
1750603671_6289,778,0.627,369,0.297,1913023,"2025-06-22 14:47:51"
1750603677_9405,757,0.61,369,0.297,1918250,"2025-06-22 14:47:57"
1750603682_7418,772,0.622,368,0.296,1923476,"2025-06-22 14:48:02"
1750603687_9302,777,0.626,368,0.296,1928703,"2025-06-22 14:48:07"
1750603692_4765,749,0.603,369,0.297,1933929,"2025-06-22 14:48:12"
1750603698_7631,774,0.624,369,0.297,1939155,"2025-06-22 14:48:18"
1750603703_3214,777,0.626,369,0.297,1944382,"2025-06-22 14:48:23"
1750603708_3453,751,0.605,368,0.296,1949708,"2025-06-22 14:48:28"
1750603713_5100,778,0.627,368,0.296,1954934,"2025-06-22 14:48:33"
1750603719_8781,749,0.603,370,0.298,1960161,"2025-06-22 14:48:39"
1750603724_5783,776,0.625,370,0.298,1965387,"2025-06-22 14:48:44"
1750603729_9128,767,0.618,371,0.299,1970613,"2025-06-22 14:48:49"
1750603734_2546,762,0.614,370,0.298,1975839,"2025-06-22 14:48:54"
1750603739_4428,776,0.625,372,0.3,1981066,"2025-06-22 14:48:59"
1750603745_2897,752,0.606,372,0.3,1986292,"2025-06-22 14:49:05"
1750603750_2540,780,0.628,372,0.3,1991518,"2025-06-22 14:49:10"
1750603755_9774,752,0.606,373,0.301,1996745,"2025-06-22 14:49:15"
1750603760_5364,775,0.624,375,0.302,2001971,"2025-06-22 14:49:20"
1750603766_7437,768,0.619,374,0.301,2007197,"2025-06-22 14:49:26"
1750603771_7864,767,0.618,375,0.302,2012424,"2025-06-22 14:49:31"
1750603776_4074,774,0.624,376,0.303,2017650,"2025-06-22 14:49:36"
1750603781_9075,752,0.606,377,0.304,2022876,"2025-06-22 14:49:41"
1750603786_3203,781,0.629,376,0.303,2028103,"2025-06-22 14:49:46"
1750603792_9426,752,0.606,376,0.303,2033329,"2025-06-22 14:49:52"
1750603797_6101,778,0.627,379,0.305,2038555,"2025-06-22 14:49:57"
1750603802_3991,771,0.621,377,0.304,2043782,"2025-06-22 14:50:02"
1750603807_7337,768,0.619,377,0.304,2049008,"2025-06-22 14:50:07"
1750603813_1005,779,0.628,378,0.305,2054234,"2025-06-22 14:50:13"
1750603818_4387,754,0.607,378,0.305,2059461,"2025-06-22 14:50:18"
1750603823_5824,781,0.629,378,0.305,2064787,"2025-06-22 14:50:23"
1750603828_5477,751,0.605,376,0.303,2070033,"2025-06-22 14:50:28"
1750603834_9176,781,0.629,377,0.304,2075280,"2025-06-22 14:50:34"
1750603839_2837,755,0.608,379,0.305,2080506,"2025-06-22 14:50:39"
1750603844_1174,774,0.624,379,0.305,2085732,"2025-06-22 14:50:44"
1750603849_4858,771,0.621,378,0.305,2090958,"2025-06-22 14:50:49"
1750603855_4126,775,0.624,378,0.305,2096185,"2025-06-22 14:50:55"
1750603860_1168,777,0.626,379,0.305,2101411,"2025-06-22 14:51:00"
1750603865_7953,749,0.603,379,0.305,2106637,"2025-06-22 14:51:05"
1750603870_4717,780,0.628,378,0.305,2111864,"2025-06-22 14:51:10"
1750603875_2193,776,0.625,378,0.305,2117090,"2025-06-22 14:51:15"
1750603881_1519,752,0.606,378,0.305,2122316,"2025-06-22 14:51:21"
1750603886_9902,776,0.625,379,0.305,2127542,"2025-06-22 14:51:26"
1750603891_6398,779,0.628,379,0.305,2132769,"2025-06-22 14:51:31"
1750603896_9781,757,0.61,378,0.305,2137995,"2025-06-22 14:51:36"
1750603902_1804,754,0.607,379,0.305,2143221,"2025-06-22 14:51:42"
1750603907_7769,778,0.627,379,0.305,2148448,"2025-06-22 14:51:47"
1750603912_3042,779,0.628,380,0.306,2153674,"2025-06-22 14:51:52"
1750603917_8029,750,0.604,378,0.305,2158900,"2025-06-22 14:51:57"
1750603922_8678,776,0.625,378,0.305,2164126,"2025-06-22 14:52:02"
1750603928_3480,776,0.625,379,0.305,2169353,"2025-06-22 14:52:08"
1750603933_8188,751,0.605,380,0.306,2174579,"2025-06-22 14:52:13"
1750603938_8998,781,0.629,378,0.305,2179805,"2025-06-22 14:52:18"
1750603943_8868,762,0.614,378,0.305,2185132,"2025-06-22 14:52:23"
1750603949_1832,772,0.622,379,0.305,2190358,"2025-06-22 14:52:29"
1750603954_3796,775,0.624,379,0.305,2195584,"2025-06-22 14:52:34"
1750603959_8534,751,0.605,379,0.305,2200811,"2025-06-22 14:52:39"
1750603964_7308,777,0.626,381,0.307,2206037,"2025-06-22 14:52:44"
1750603970_8240,777,0.626,380,0.306,2211263,"2025-06-22 14:52:50"
1750603975_2472,754,0.607,381,0.307,2216490,"2025-06-22 14:52:55"
1750603980_5808,767,0.618,379,0.305,2221716,"2025-06-22 14:53:00"
1750603985_1236,780,0.628,379,0.305,2226942,"2025-06-22 14:53:05"
1750603991_5171,761,0.613,379,0.305,2232168,"2025-06-22 14:53:11"
1750603996_8184,752,0.606,380,0.306,2237395,"2025-06-22 14:53:16"
1750604001_9171,773,0.623,379,0.305,2242621,"2025-06-22 14:53:21"
1750604006_8468,782,0.63,380,0.306,2247847,"2025-06-22 14:53:26"
1750604011_2621,778,0.627,379,0.305,2253074,"2025-06-22 14:53:31"
1750604017_6654,760,0.612,380,0.306,2258300,"2025-06-22 14:53:37"
1750604022_2301,757,0.61,379,0.305,2263526,"2025-06-22 14:53:42"
1750604027_6246,778,0.627,379,0.305,2268753,"2025-06-22 14:53:47"
1750604032_1714,777,0.626,379,0.305,2273979,"2025-06-22 14:53:52"
1750604038_6534,751,0.605,380,0.306,2279205,"2025-06-22 14:53:58"
1750604043_6553,770,0.62,381,0.307,2284431,"2025-06-22 14:54:03"
1750604048_1763,780,0.628,380,0.306,2289658,"2025-06-22 14:54:08"
1750604053_9927,779,0.628,380,0.306,2294884,"2025-06-22 14:54:13"
1750604058_9046,764,0.616,380,0.306,2300110,"2025-06-22 14:54:18"
1750604064_6915,751,0.605,379,0.305,2305337,"2025-06-22 14:54:24"
1750604069_3350,765,0.616,380,0.306,2310563,"2025-06-22 14:54:29"
1750604074_5068,778,0.627,380,0.306,2315789,"2025-06-22 14:54:34"
1750604079_2490,781,0.629,379,0.305,2321015,"2025-06-22 14:54:39"
1750604085_1870,779,0.628,381,0.307,2326242,"2025-06-22 14:54:45"
1750604090_9126,762,0.614,382,0.308,2331468,"2025-06-22 14:54:50"
1750604095_5875,750,0.604,381,0.307,2336694,"2025-06-22 14:54:55"
1750604100_9669,765,0.616,380,0.306,2341921,"2025-06-22 14:55:00"
1750604106_2698,776,0.625,380,0.306,2347147,"2025-06-22 14:55:06"
1750604111_6660,782,0.63,380,0.306,2352373,"2025-06-22 14:55:11"
1750604116_5007,780,0.628,380,0.306,2357600,"2025-06-22 14:55:16"
1750604121_5758,773,0.623,381,0.307,2362826,"2025-06-22 14:55:21"
1750604126_7006,756,0.609,381,0.307,2368052,"2025-06-22 14:55:26"
1750604132_9082,752,0.606,380,0.306,2373278,"2025-06-22 14:55:32"
1750604137_8278,749,0.603,380,0.306,2378505,"2025-06-22 14:55:37"
1750604142_1112,758,0.611,380,0.306,2383731,"2025-06-22 14:55:42"
1750604147_8630,773,0.623,380,0.306,2388957,"2025-06-22 14:55:47"
1750604153_5509,782,0.63,380,0.306,2394184,"2025-06-22 14:55:53"
1750604158_6068,779,0.628,381,0.307,2399410,"2025-06-22 14:55:58"
1750604163_5855,771,0.621,381,0.307,2404636,"2025-06-22 14:56:03"
1750604168_1368,752,0.606,381,0.307,2409862,"2025-06-22 14:56:08"
1750604173_3015,756,0.609,380,0.306,2415089,"2025-06-22 14:56:13"
1750604179_7106,771,0.621,380,0.306,2420315,"2025-06-22 14:56:19"
1750604184_2525,780,0.628,380,0.306,2425541,"2025-06-22 14:56:24"
1750604189_9730,781,0.629,381,0.307,2430768,"2025-06-22 14:56:29"
1750604194_1392,779,0.628,381,0.307,2435994,"2025-06-22 14:56:34"
1750604200_6727,770,0.62,380,0.306,2441220,"2025-06-22 14:56:40"
1750604205_8049,752,0.606,381,0.307,2446446,"2025-06-22 14:56:45"
1750604210_1534,754,0.607,380,0.306,2451673,"2025-06-22 14:56:50"
1750604215_5921,778,0.627,380,0.306,2456899,"2025-06-22 14:56:55"
1750604220_1782,781,0.629,382,0.308,2462125,"2025-06-22 14:57:00"
1750604226_7910,766,0.617,381,0.307,2467352,"2025-06-22 14:57:06"
1750604231_2447,753,0.607,381,0.307,2472578,"2025-06-22 14:57:11"
1750604236_1223,761,0.613,381,0.307,2477804,"2025-06-22 14:57:16"
1750604241_7324,777,0.626,382,0.308,2483030,"2025-06-22 14:57:21"
1750604247_2814,780,0.628,382,0.308,2488257,"2025-06-22 14:57:27"
1750604252_3799,782,0.63,382,0.308,2493483,"2025-06-22 14:57:32"
1750604257_5829,780,0.628,382,0.308,2498709,"2025-06-22 14:57:37"
1750604262_4152,769,0.62,382,0.308,2503936,"2025-06-22 14:57:42"
1750604268_2962,750,0.604,383,0.309,2509162,"2025-06-22 14:57:48"
1750604273_3467,758,0.611,383,0.309,2514388,"2025-06-22 14:57:53"
1750604278_2174,778,0.627,383,0.309,2519615,"2025-06-22 14:57:58"
1750604283_9675,781,0.629,384,0.309,2524841,"2025-06-22 14:58:03"
1750604288_6727,778,0.627,385,0.31,2530067,"2025-06-22 14:58:08"
1750604294_5592,769,0.62,384,0.309,2535293,"2025-06-22 14:58:14"
1750604299_4360,754,0.607,385,0.31,2540520,"2025-06-22 14:58:19"
1750604304_9358,750,0.604,385,0.31,2545746,"2025-06-22 14:58:24"
1750604309_1011,763,0.615,385,0.31,2550972,"2025-06-22 14:58:29"
1750604315_9220,778,0.627,385,0.31,2556199,"2025-06-22 14:58:35"
1750604320_5852,782,0.63,386,0.311,2561425,"2025-06-22 14:58:40"
1750604325_1241,780,0.628,386,0.311,2566651,"2025-06-22 14:58:45"
1750604330_7315,773,0.623,386,0.311,2571878,"2025-06-22 14:58:50"
1750604335_5894,754,0.607,387,0.312,2577104,"2025-06-22 14:58:55"
1750604341_3049,755,0.608,387,0.312,2582330,"2025-06-22 14:59:01"
1750604346_6761,776,0.625,387,0.312,2587556,"2025-06-22 14:59:06"
1750604351_5694,783,0.631,387,0.312,2592783,"2025-06-22 14:59:11"
1750604356_7117,779,0.628,387,0.312,2598009,"2025-06-22 14:59:16"
1750604362_6099,758,0.611,388,0.313,2603235,"2025-06-22 14:59:22"
1750604367_8975,755,0.608,388,0.313,2608462,"2025-06-22 14:59:27"
1750604372_7678,778,0.627,387,0.312,2613688,"2025-06-22 14:59:32"
1750604377_1661,782,0.63,389,0.313,2618914,"2025-06-22 14:59:37"
1750604383_6822,781,0.629,389,0.313,2624140,"2025-06-22 14:59:43"
1750604388_1902,776,0.625,390,0.314,2629367,"2025-06-22 14:59:48"
1750604393_9572,767,0.618,389,0.313,2634593,"2025-06-22 14:59:53"
1750604398_7667,754,0.607,389,0.313,2639819,"2025-06-22 14:59:58"
1750604403_3413,765,0.616,390,0.314,2645046,"2025-06-22 15:00:03"
1750604409_8068,782,0.63,391,0.315,2650272,"2025-06-22 15:00:09"
1750604414_8565,776,0.625,391,0.315,2655498,"2025-06-22 15:00:14"
1750604419_5484,753,0.607,390,0.314,2660724,"2025-06-22 15:00:19"
1750604424_3558,763,0.615,388,0.313,2665951,"2025-06-22 15:00:24"
1750604430_6030,780,0.628,389,0.313,2671177,"2025-06-22 15:00:30"
1750604435_5545,783,0.631,396,0.319,2676403,"2025-06-22 15:00:35"
1750604440_8100,763,0.615,393,0.317,2681630,"2025-06-22 15:00:40"
1750604445_8858,764,0.616,395,0.318,2686856,"2025-06-22 15:00:45"
1750604450_4757,780,0.628,396,0.319,2692082,"2025-06-22 15:00:50"
1750604456_4582,750,0.604,397,0.32,2697308,"2025-06-22 15:00:56"
1750604461_2649,785,0.632,397,0.32,2702535,"2025-06-22 15:01:01"
1750604466_3513,762,0.614,398,0.321,2707761,"2025-06-22 15:01:06"
1750604471_3517,775,0.624,397,0.32,2712987,"2025-06-22 15:01:11"
1750604477_6117,777,0.626,398,0.321,2718214,"2025-06-22 15:01:17"
1750604482_4229,757,0.61,398,0.321,2723440,"2025-06-22 15:01:22"
1750604487_2272,779,0.628,400,0.322,2728666,"2025-06-22 15:01:27"
1750604492_7371,752,0.606,398,0.321,2733892,"2025-06-22 15:01:32"
1750604497_6040,781,0.629,398,0.321,2739119,"2025-06-22 15:01:37"
1750604503_2892,752,0.606,399,0.321,2744345,"2025-06-22 15:01:43"
1750604508_8315,781,0.629,400,0.322,2749571,"2025-06-22 15:01:48"
1750604513_5971,756,0.609,400,0.322,2754798,"2025-06-22 15:01:53"
1750604518_9586,780,0.628,401,0.323,2760024,"2025-06-22 15:01:58"
1750604524_3604,761,0.613,401,0.323,2765350,"2025-06-22 15:02:04"
1750604529_6695,776,0.625,400,0.322,2770577,"2025-06-22 15:02:09"
1750604534_2827,770,0.62,402,0.324,2775803,"2025-06-22 15:02:14"
1750604539_1263,772,0.622,401,0.323,2781029,"2025-06-22 15:02:19"
1750604545_2970,773,0.623,402,0.324,2786256,"2025-06-22 15:02:25"
1750604550_8889,772,0.622,403,0.325,2791482,"2025-06-22 15:02:30"
1750604555_1693,767,0.618,402,0.324,2796708,"2025-06-22 15:02:35"
1750604560_2809,779,0.628,403,0.325,2801935,"2025-06-22 15:02:40"
1750604566_9879,750,0.604,402,0.324,2807161,"2025-06-22 15:02:46"
1750604571_3813,784,0.632,402,0.324,2812387,"2025-06-22 15:02:51"
1750604576_6076,767,0.618,401,0.323,2817613,"2025-06-22 15:02:56"
1750604581_9476,763,0.615,402,0.324,2822840,"2025-06-22 15:03:01"
1750604586_7832,778,0.627,403,0.325,2828066,"2025-06-22 15:03:06"
1750604592_3318,749,0.603,402,0.324,2833292,"2025-06-22 15:03:12"
1750604597_2448,777,0.626,403,0.325,2838519,"2025-06-22 15:03:17"
1750604602_3348,774,0.624,402,0.324,2843745,"2025-06-22 15:03:22"
1750604607_5644,751,0.605,403,0.325,2848971,"2025-06-22 15:03:27"
1750604613_5675,779,0.628,403,0.325,2854198,"2025-06-22 15:03:33"
1750604618_7653,773,0.623,402,0.324,2859424,"2025-06-22 15:03:38"
1750604623_6932,753,0.607,403,0.325,2864650,"2025-06-22 15:03:43"
1750604628_6952,778,0.627,403,0.325,2869877,"2025-06-22 15:03:48"
1750604634_7237,778,0.627,403,0.325,2875103,"2025-06-22 15:03:54"
1750604639_8606,748,0.603,404,0.325,2880429,"2025-06-22 15:03:59"
1750604644_2076,774,0.624,404,0.325,2885655,"2025-06-22 15:04:04"
1750604649_9033,775,0.624,404,0.325,2890882,"2025-06-22 15:04:09"
1750604655_5326,747,0.602,404,0.325,2896208,"2025-06-22 15:04:15"
1750604660_2334,772,0.622,407,0.328,2901434,"2025-06-22 15:04:20"
1750604665_8750,774,0.624,405,0.326,2906661,"2025-06-22 15:04:25"
1750604670_5116,748,0.603,405,0.326,2911887,"2025-06-22 15:04:30"
1750604675_5455,777,0.626,405,0.326,2917113,"2025-06-22 15:04:35"
1750604681_7773,754,0.607,406,0.327,2922340,"2025-06-22 15:04:41"
1750604686_2979,772,0.622,405,0.326,2927566,"2025-06-22 15:04:46"
1750604691_9860,772,0.622,405,0.326,2932792,"2025-06-22 15:04:51"
1750604696_5452,762,0.614,405,0.326,2938019,"2025-06-22 15:04:56"
1750604702_2811,780,0.628,408,0.329,2943245,"2025-06-22 15:05:02"
1750604707_9450,749,0.603,407,0.328,2948471,"2025-06-22 15:05:07"
1750604712_1139,776,0.625,403,0.325,2953697,"2025-06-22 15:05:12"
1750604717_6001,761,0.613,399,0.321,2958924,"2025-06-22 15:05:17"
1750604723_7927,772,0.622,405,0.326,2964150,"2025-06-22 15:05:23"
1750604728_4302,776,0.625,405,0.326,2969376,"2025-06-22 15:05:28"
1750604733_9262,752,0.606,405,0.326,2974603,"2025-06-22 15:05:33"
1750604738_7699,780,0.628,406,0.327,2979829,"2025-06-22 15:05:38"
1750604743_7434,767,0.618,404,0.325,2985055,"2025-06-22 15:05:43"
1750604749_6629,751,0.605,404,0.325,2990281,"2025-06-22 15:05:49"
1750604754_7054,779,0.628,405,0.326,2995508,"2025-06-22 15:05:54"
1750604759_5772,772,0.622,406,0.327,3000734,"2025-06-22 15:05:59"
1750604764_1397,751,0.605,405,0.326,3005960,"2025-06-22 15:06:04"
1750604770_7963,778,0.627,405,0.326,3011187,"2025-06-22 15:06:10"
1750604775_6138,777,0.626,409,0.33,3016413,"2025-06-22 15:06:15"
1750604780_7189,754,0.607,407,0.328,3021639,"2025-06-22 15:06:20"
1750604785_3884,758,0.611,407,0.328,3026866,"2025-06-22 15:06:25"
1750604790_1569,779,0.628,405,0.326,3032092,"2025-06-22 15:06:30"
1750604796_7310,778,0.627,407,0.328,3037318,"2025-06-22 15:06:36"
1750604801_3815,766,0.617,406,0.327,3042645,"2025-06-22 15:06:41"
1750604806_6545,748,0.603,408,0.329,3047871,"2025-06-22 15:06:46"
1750604811_1363,764,0.616,408,0.329,3053097,"2025-06-22 15:06:51"
1750604817_5629,777,0.626,407,0.328,3058323,"2025-06-22 15:06:57"
1750604822_9506,779,0.628,409,0.33,3063550,"2025-06-22 15:07:02"
1750604827_7263,771,0.621,408,0.329,3068776,"2025-06-22 15:07:07"
1750604832_8021,748,0.603,407,0.328,3074002,"2025-06-22 15:07:12"
1750604838_4059,762,0.614,409,0.33,3079229,"2025-06-22 15:07:18"
1750604843_8704,780,0.628,409,0.33,3084455,"2025-06-22 15:07:23"
1750604848_3961,764,0.616,411,0.331,3089681,"2025-06-22 15:07:28"
1750604853_2657,754,0.607,409,0.33,3094907,"2025-06-22 15:07:33"
1750604859_5322,778,0.627,408,0.329,3100134,"2025-06-22 15:07:38"
1750604864_9022,771,0.621,410,0.33,3105360,"2025-06-22 15:07:44"
1750604869_7446,753,0.607,409,0.33,3110586,"2025-06-22 15:07:49"
1750604874_3544,778,0.627,409,0.33,3115813,"2025-06-22 15:07:54"
1750604879_3217,778,0.627,410,0.33,3121039,"2025-06-22 15:07:59"
1750604885_8848,750,0.604,409,0.33,3126265,"2025-06-22 15:08:05"
1750604890_7849,777,0.626,409,0.33,3131491,"2025-06-22 15:08:10"
1750604895_9878,775,0.624,409,0.33,3136718,"2025-06-22 15:08:15"
1750604900_3354,752,0.606,408,0.329,3141944,"2025-06-22 15:08:20"
1750604906_8281,781,0.629,408,0.329,3147170,"2025-06-22 15:08:26"
1750604911_2888,759,0.611,408,0.329,3152397,"2025-06-22 15:08:31"
1750604916_4534,771,0.621,411,0.331,3157623,"2025-06-22 15:08:36"
1750604921_3875,780,0.628,411,0.331,3162849,"2025-06-22 15:08:41"
1750604926_6837,750,0.604,412,0.332,3168075,"2025-06-22 15:08:46"
1750604932_6650,776,0.625,411,0.331,3173302,"2025-06-22 15:08:52"
1750604937_7054,779,0.628,412,0.332,3178528,"2025-06-22 15:08:57"
1750604942_3846,751,0.605,412,0.332,3183754,"2025-06-22 15:09:02"
1750604947_4019,774,0.624,412,0.332,3188981,"2025-06-22 15:09:07"
1750604953_1548,779,0.628,411,0.331,3194207,"2025-06-22 15:09:13"
1750604958_9182,750,0.604,412,0.332,3199433,"2025-06-22 15:09:18"
1750604963_4714,777,0.626,412,0.332,3204660,"2025-06-22 15:09:23"
1750604968_3883,766,0.617,412,0.332,3209886,"2025-06-22 15:09:28"
1750604973_8111,762,0.614,413,0.333,3215112,"2025-06-22 15:09:33"
1750604979_6518,780,0.628,412,0.332,3220338,"2025-06-22 15:09:39"
1750604984_1843,750,0.604,413,0.333,3225565,"2025-06-22 15:09:44"
1750604989_1455,780,0.628,413,0.333,3230791,"2025-06-22 15:09:49"
1750604994_2130,770,0.62,412,0.332,3236017,"2025-06-22 15:09:54"
1750605000_3441,767,0.618,414,0.334,3241244,"2025-06-22 15:10:00"
1750605005_9162,779,0.628,413,0.333,3246470,"2025-06-22 15:10:05"
1750605010_9633,750,0.604,414,0.334,3251696,"2025-06-22 15:10:10"
1750605015_2562,782,0.63,413,0.333,3256922,"2025-06-22 15:10:15"
1750605021_6450,754,0.607,413,0.333,3262149,"2025-06-22 15:10:21"
1750605026_3585,779,0.628,413,0.333,3267375,"2025-06-22 15:10:26"
1750605031_3290,752,0.606,413,0.333,3272601,"2025-06-22 15:10:31"
1750605036_1836,780,0.628,412,0.332,3277828,"2025-06-22 15:10:36"
1750605041_8834,752,0.606,413,0.333,3283054,"2025-06-22 15:10:41"
1750605047_5586,781,0.629,412,0.332,3288280,"2025-06-22 15:10:47"
1750605052_8331,750,0.604,413,0.333,3293506,"2025-06-22 15:10:52"
1750605057_1491,781,0.629,413,0.333,3298733,"2025-06-22 15:10:57"
1750605062_6045,753,0.607,413,0.333,3303959,"2025-06-22 15:11:02"
1750605068_6529,780,0.628,414,0.334,3309285,"2025-06-22 15:11:08"
1750605073_8876,752,0.606,415,0.334,3314512,"2025-06-22 15:11:13"
1750605078_4876,780,0.628,414,0.334,3319738,"2025-06-22 15:11:18"
1750605083_5996,754,0.607,414,0.334,3324964,"2025-06-22 15:11:23"
1750605089_2871,774,0.624,414,0.334,3330191,"2025-06-22 15:11:29"
1750605094_8992,770,0.62,415,0.334,3335417,"2025-06-22 15:11:34"
1750605099_6100,765,0.616,413,0.333,3340643,"2025-06-22 15:11:39"
1750605104_5106,779,0.628,414,0.334,3345869,"2025-06-22 15:11:44"
1750605109_9407,756,0.609,415,0.334,3351096,"2025-06-22 15:11:49"
1750605115_6776,763,0.615,414,0.334,3356322,"2025-06-22 15:11:55"
1750605120_1695,779,0.628,415,0.334,3361548,"2025-06-22 15:12:00"
1750605125_3231,764,0.616,414,0.334,3366775,"2025-06-22 15:12:05"
1750605130_6453,762,0.614,414,0.334,3372001,"2025-06-22 15:12:10"
1750605136_5308,779,0.628,414,0.334,3377227,"2025-06-22 15:12:16"
1750605141_3751,761,0.613,415,0.334,3382453,"2025-06-22 15:12:21"
1750605146_5457,757,0.61,416,0.335,3387680,"2025-06-22 15:12:26"
1750605151_1225,781,0.629,416,0.335,3392906,"2025-06-22 15:12:31"
1750605157_4366,776,0.625,415,0.334,3398133,"2025-06-22 15:12:37"
1750605162_6384,750,0.604,416,0.335,3403359,"2025-06-22 15:12:42"
1750605167_2013,778,0.627,415,0.334,3408585,"2025-06-22 15:12:47"
1750605172_1109,774,0.624,417,0.336,3413812,"2025-06-22 15:12:52"
1750605177_1879,752,0.606,415,0.334,3419038,"2025-06-22 15:12:57"
1750605183_1353,784,0.632,416,0.335,3424264,"2025-06-22 15:13:03"
1750605188_3353,763,0.615,415,0.334,3429490,"2025-06-22 15:13:08"
1750605193_6563,763,0.615,416,0.335,3434717,"2025-06-22 15:13:13"
1750605198_4386,781,0.629,416,0.335,3439943,"2025-06-22 15:13:18"
1750605204_1592,767,0.618,416,0.335,3445169,"2025-06-22 15:13:24"
1750605209_2877,764,0.616,417,0.336,3450396,"2025-06-22 15:13:29"
1750605214_4802,782,0.63,417,0.336,3455622,"2025-06-22 15:13:34"
1750605219_6031,760,0.612,417,0.336,3460848,"2025-06-22 15:13:39"
1750605224_9630,767,0.618,419,0.338,3466075,"2025-06-22 15:13:44"
1750605230_5687,780,0.628,419,0.338,3471301,"2025-06-22 15:13:50"
1750605235_7937,752,0.606,417,0.336,3476527,"2025-06-22 15:13:55"
1750605240_8520,781,0.629,417,0.336,3481753,"2025-06-22 15:14:00"
1750605245_4663,765,0.616,418,0.337,3486980,"2025-06-22 15:14:05"
1750605251_6944,766,0.617,420,0.338,3492206,"2025-06-22 15:14:11"
1750605256_8974,780,0.628,419,0.338,3497432,"2025-06-22 15:14:16"
1750605261_9732,751,0.605,419,0.338,3502659,"2025-06-22 15:14:21"
1750605266_3039,779,0.628,418,0.337,3507885,"2025-06-22 15:14:26"
1750605271_3055,775,0.624,419,0.338,3513111,"2025-06-22 15:14:31"
1750605277_6120,755,0.608,419,0.338,3518338,"2025-06-22 15:14:37"
1750605282_4314,782,0.63,419,0.338,3523564,"2025-06-22 15:14:42"
1750605287_3919,760,0.612,419,0.338,3528790,"2025-06-22 15:14:47"
1750605292_7999,776,0.625,418,0.337,3534016,"2025-06-22 15:14:52"
1750605298_7677,780,0.628,418,0.337,3539243,"2025-06-22 15:14:58"
1750605303_6534,753,0.607,420,0.338,3544469,"2025-06-22 15:15:03"
1750605308_5682,781,0.629,420,0.338,3549695,"2025-06-22 15:15:08"
1750605313_7071,769,0.62,419,0.338,3554922,"2025-06-22 15:15:13"
1750605319_6116,768,0.619,420,0.338,3560148,"2025-06-22 15:15:19"
1750605324_9685,781,0.629,419,0.338,3565375,"2025-06-22 15:15:24"
1750605329_9292,752,0.606,420,0.338,3570601,"2025-06-22 15:15:29"
1750605334_9271,781,0.629,420,0.338,3575827,"2025-06-22 15:15:34"
1750605339_5640,771,0.621,420,0.338,3581054,"2025-06-22 15:15:39"
1750605345_1852,761,0.613,420,0.338,3586280,"2025-06-22 15:15:45"
